Id,Title,Description,Contributor,Mentor,Organization,Archive,Github
38, ROOT - TMVA SOFIE Developments - Inference Code Generation for Deep Learning models ,"Toolkit for Multivariate Analysis (TMVA) is a multi-purpose machine learning toolkit integrated into the ROOT scientific software framework, used in...", Neel Shah ," Mentor  Sanjiban Sengupta, Moneta ", Organization  CERN-HSF ,/archive/2023/projects/xoPLgxys,https://gist.github.com/Neel-Shah-29/b2c22b07025c72496fe3dbe1fb0b1cbb
39, Hybrid: Build User Portal For Talawa ,"Currently, Talawa misses a web-app for regular users. Creating a User Portal for regular users, makes Talawa accessible to an even larger audience....", Noble Mittal ," Mentor  Peter Harrison, Md Noman Khan, Eva Sharma ", Organization  The Palisadoes Foundation ,/archive/2023/projects/tBhcZ1oT,https://beingnoble03.hashnode.dev/gsoc23-project-report-for-talawa-user-portal
40, Visualization with QuTiP ,"QuTiP has a lot of visualization functions, but they are sometimes not user-friendly in that colors are unchangeable and arguments are not organized....", Yuji Tamakoshi ," Mentor  Ericgig, Neill ", Organization  NumFOCUS ,/archive/2023/projects/TV6us9ou,https://tamakoshi2001.github.io/2023/08/24/Final-Report-for-Visualization-with-QuTiP.html
41, Expanding binary compatibility mode ,"One of the weak points of most unikernel projects has always been application support, often requiring that applications be ported to the target...", Tianyi Liu ," Mentor  RazvanD, Simon Kuenzer, Stefan Jumarea ", Organization  Unikraft ,/archive/2023/projects/Bl7ARfep,https://github.com/i-Pear/GSoC-Expanding-App-Compat
42, Leveraging Morphological Data from Linguistic Software Tools for Computational Resource Generation ,This proposal aims to leverage the language documentation data compiled by linguists in popular fieldwork software tools for extraction of..., Alex O'Neil ," Mentor  Daniel Swanson, Flammie ", Organization  Apertium ,/archive/2023/projects/RhokBhsw,https://apertium.projectjj.com/gsoc2023/aconeil.html
43, Integrate VLCMediaLibrary Kit on tvOS ,"The goal is to use integrate the VLCMediaLibrary on tvOS for managing all media files , to eliminate the need for separate classes for managing the...", Eshan_Singh , Mentor  Diogo , Organization  VideoLAN ,/archive/2023/projects/4ZMNXorA,https://eshan.hashnode.dev/my-journey-in-enhancing-vlc-tvos?showSharer=true
44, Enhancing llvm-cov to Generate Hierarchical Coverage Reports ,Clang supports source-based coverage that shows which lines of code are covered by the executed tests. It uses llvm-cov to generate coverage reports...., Yuhao Gu ," Mentor  Petr Hosek, Gulfem Savrun Yeniceri ", Organization  LLVM Compiler Infrastructure ,/archive/2023/projects/ghJRTsUJ,https://docs.google.com/presentation/d/1G9HG_L3ATLsBRLyYuVpMWO5JqJEwm6FWwyl2S3HRGBQ
45, DBpedia eXplainable Chatbot (DBpedia XChat) ,DBpedia unifies the amount of information on the web in Wikimedia projects and provides access in the form of an Open Knowledge Graph. Started in..., Muskan Kothari ," Mentor  Ram G Athreya, Ricardo Usbeck, Aleksandr Perevalov, Andreas Both ", Organization  DBpedia ,/archive/2023/projects/iokIa3MQ,https://colab.research.google.com/drive/1XGPZSr2I-NJa0vxVUkHUQoAsHy277mNq?usp=sharing
46, Bootstapping Gentoo with The LLVM C Library ,The goal of this project is to get a Gentoo Linux system running with LLVM libc in fullbuild mode as the system libc. The biggest hurdle here will be..., Catcream ," Mentor  Sam James, juippis ", Organization  Gentoo Foundation ,/archive/2023/projects/ho8CVwCn,https://blogs.gentoo.org/gsoc/about-me-cc/
47, Out-of-process RDP server for QEMU ,QEMU is able to export its display over D-Bus. We can create a server that uses the provided API to export the display over the network. There is..., Mihnea Buzatu , Mentor  Marc-Andre L , Organization  QEMU ,/archive/2023/projects/ps0s1dH2,https://docs.google.com/document/d/1w2gB8xJNDlhRl7WwN9GMl_jzLsyW6lTW7IXi__01Vpg/edit?usp=shar
48, Refactoring Plugins to WebSockets & Implementing Advertisement feature ,This proposal focuses on refactoring the current Plugin architecture in the Talawa project to reduce the computation power required to run/host the..., Kukade Siddhesh Bhupendra ," Mentor  Dominic Mills, Tasneem Koushar, anwersayeed, Tasneem K, Aditya Birangal ", Organization  The Palisadoes Foundation ,/archive/2023/projects/QD8ElW39,https://github.com/SiddheshKukade/Google-Summer-of-Code-2023-Work-Product
49, Adding structured Lagrangian support to CVXPY ,Optimality conditions are a key aspect of mathematical optimization. The Karush-Kuhn-Tucker (KKT) conditions in particular are a really powerful..., Aryaman Jeendgar ," Mentor  sdiamond, Philipp Schiele, Riley Murray ", Organization  NumFOCUS ,/archive/2023/projects/a8YyGIP0,https://github.com/cvxpy/org/blob/main/GSoC2023/aryamanjeendgar/final_report.pdf
50, PyElastica - Extending contact module capabilities ,"PyElastica is the Python version of Elastica, a project that uses Cosserat Rod theory to simulate assemblies of thin one-dimensional bodies....", Rahul Joon ," Mentor  Noel, ArmanT, Ali-7800 ", Organization  Python Software Foundation ,/archive/2023/projects/So4NtoyI,https://gist.github.com/Rahul-JOON/8772eca4aeaebf2e49504c3cadd41a96
